TRAQSPU128F422146B	Halfway to Gone	Black Night	Rock	32|0.238604658392	7|0.159628939607	14|0.138955526995	5|0.122078461146	43|0.0791842820832	26|0.0607985136412	48|0.0431045852913	1|0.042835273877	31|0.0416644069158	27|0.021900526138	0|0.00582741257498	17|0.00324883240398	41|0.00262620918302	15|0.00259849404042	23|0.0022643158271	8|0.0017591612856	49|0.00173386713596	24|0.00164771885468	28|0.00163890694451	38|0.00161718066271	6|0.00153367419119	4|0.00151265886838	37|0.00138805151293	21|0.00132119841979	25|0.00123106822387	2|0.00122477490952	39|0.00122450750066	35|0.00118572032621	29|0.00115361782413	11|0.00114091280545	30|0.00113965828646	36|0.00113157033974	22|0.00106130007771	3|0.000996140782155	9|0.000991631330857	20|0.000949681484731	18|0.000943724458867	12|0.000900008617596	16|0.000882074898895	44|0.000794966012412	46|0.00070429129413	34|0.000642548852927	42|0.000571717912946	19|0.000506798573967	33|0.000364648340017	10|0.000260375890073	45|0.000235120471326	47|0.00013055867906	13|9.94685491248e-05	40|6.02575657314e-05
TRBAJRL128F1482E66	The Summer Obsession	Where You Belong	Rock|Punk	28|0.393636414791	8|0.282004121991	37|0.113772972654	0|0.0921228439258	25|0.0296979485428	5|0.00555676572592	48|0.00527517940639	1|0.00489295618717	17|0.00461094151365	41|0.00372727658425	15|0.00368794155995	32|0.00323341917627	31|0.00323119023342	23|0.0032136554149	27|0.00313182395925	7|0.00294921725703	49|0.00246081021186	26|0.00243674268113	24|0.00233854330577	38|0.00229520163725	6|0.00217668414902	4|0.00214685791844	21|0.00187512554791	2|0.00173827540881	39|0.00173789588581	35|0.00168284675719	29|0.00163728492416	11|0.00161925318513	30|0.00161747269511	36|0.00160599378679	14|0.00155898781329	22|0.00150626193606	3|0.00141378388133	9|0.00140738379243	20|0.00134784600687	18|0.00133939143167	12|0.00127734723787	16|0.00125189460819	44|0.00112826435247	46|0.000999573250324	34|0.000911944604122	42|0.000811417004974	19|0.000719279511279	43|0.000580207699175	33|0.000517531211154	10|0.000369541377148	45|0.000333697343272	47|0.000185296856959	13|0.000141171844352	40|8.5521220178e-05
TRAAVGB12903CFAA99	Hank Locklin	Filipino Baby	Country	5|0.202710713911	1|0.202446178403	18|0.123059267344	38|0.0788854393161	19|0.0782574167653	11|0.067477384051	7|0.0457300250431	39|0.0452472999611	37|0.0342011167817	14|0.0340373208331	48|0.0243795823821	23|0.0235580420697	41|0.0126240435716	0|0.0032959343881	17|0.00183751164066	15|0.00146968586056	32|0.00128855361925	31|0.00128766536065	27|0.00124806679169	8|0.000994966479688	49|0.000980660326392	26|0.000971069146858	24|0.000931935600097	28|0.00092695165956	6|0.000867432920159	4|0.000855546834483	21|0.000747258452919	25|0.000696281589979	2|0.000692722145556	35|0.000670633209429	29|0.000652476310603	30|0.000644580916267	36|0.000640006443224	22|0.000600262187928	3|0.000563408651276	9|0.000560858144441	20|0.00053713167259	12|0.000509037126539	16|0.000498893969621	44|0.000449625933289	46|0.000398341093186	34|0.000363420099941	42|0.000323358730025	43|0.000231219241901	33|0.0002062419621	10|0.000147266362023	45|0.000132982114587	47|7.38428649839e-05	13|5.62585551266e-05	40|3.40811604605e-05
TRALKHJ128F92E9D36	Leroy Van Dyke	If A Woman Answers	Country	2|0.260694249268	1|0.124184853496	17|0.124010222357	37|0.122374884379	43|0.121514282602	38|0.105268395922	48|0.0378822491633	5|0.0207487575891	32|0.0193100783597	25|0.0183897756148	0|0.00512139239134	41|0.00230803080354	15|0.00228367348911	31|0.00200084067341	23|0.00198998263797	27|0.00193931038007	7|0.00182623535488	8|0.00154603009608	49|0.0015238004592	26|0.00150889719108	24|0.00144808947314	28|0.00144034516996	6|0.0013478618911	4|0.00132939267977	21|0.00116112862227	39|0.00107615229166	35|0.00104206437742	29|0.00101385125405	11|0.00100268551194	30|0.0010015829842	36|0.000994474932684	14|0.000965367558346	22|0.000932718264405	3|0.000875453343451	9|0.000871490234735	20|0.000834622822311	18|0.000829387519929	12|0.000790968071506	16|0.000775207112535	44|0.000698651903389	46|0.000618962880805	34|0.000564700845204	42|0.000502451427917	19|0.000445397391597	33|0.000320469369562	10|0.000228830048525	45|0.000206634450093	47|0.000114740842005	13|8.74174368317e-05	40|5.29570602196e-05
TRAZZLJ128E07945F2	Eric B. & Rakim	Follow The Leader	Rap	11|0.43256037507	24|0.213660012171	15|0.0502580068564	48|0.0476436150295	26|0.0390467547896	28|0.0390357764203	8|0.0362809079163	5|0.025497190486	4|0.0251590398633	3|0.0250863430468	0|0.0146791411977	31|0.0114076020408	23|0.00863406958413	22|0.00846475234721	29|0.00570595193541	27|0.00308236743747	39|0.00294413565155	14|0.00292639385924	44|0.00288368026851	1|0.000485220209767	17|0.000457253636226	41|0.000369623159678	32|0.000320648759351	7|0.000292465283024	49|0.000244031379297	38|0.000227608459443	6|0.000215855425428	37|0.000195359908617	21|0.000185950737528	25|0.000173265454112	2|0.000172379707938	35|0.000166883010044	30|0.000160400054771	36|0.000159261724876	9|0.000139566150373	20|0.000133661961638	18|0.000132823546048	12|0.00012667080411	16|0.00012414674098	46|9.91247670419e-05	34|9.04348894986e-05	42|8.04658603718e-05	19|7.13288535587e-05	43|5.75375071292e-05	33|5.13220624161e-05	10|3.66463417367e-05	45|3.30917933264e-05	47|1.83753494541e-05	13|1.39996005093e-05	40|8.48089024445e-06
TRAKHUW12903CF0048	Old Man's Child	Towards Eternity	Rock|Metal	15|0.716807288612	5|0.0714359271374	48|0.0712645278026	23|0.0529963025799	12|0.0177909031205	34|0.0175684854672	0|0.0050342601345	1|0.00297830319806	17|0.00280664312756	41|0.0022687633705	32|0.00196815632615	31|0.00196679958651	27|0.00190631613217	7|0.00179516489672	8|0.00151972687986	49|0.0014978754445	26|0.00148322573153	24|0.00142345255914	28|0.00141584001283	38|0.00139707083303	6|0.00132493018825	4|0.00130677520086	37|0.00119912779578	21|0.00114137388574	25|0.00106351105273	2|0.00105807430337	39|0.00105784329077	35|0.00102433532757	29|0.000996602205137	11|0.000985626430173	30|0.000984542660173	36|0.000977555540721	14|0.000948943381557	22|0.000916849562855	3|0.000860558912454	9|0.000856663229661	20|0.00082042305698	18|0.00081527682485	16|0.000762018209971	44|0.000686765464616	46|0.000608432222619	42|0.000493903024763	19|0.000437819671134	43|0.000353167774223	33|0.000315017098522	10|0.000224936873186	45|0.000203118897172	47|0.00011278871107	13|8.59301697026e-05	40|5.20560809897e-05
TRAQVUG128F4286DE3	Joy Division	Transmission - [The Factory_ Manchester Live 11 April 1980]	Pop|Rock	34|0.584104367524	0|0.0709875144549	48|0.0504852238927	41|0.0499463917828	15|0.0499326990794	17|0.040524217696	7|0.0399457638199	1|0.0308926063809	25|0.0200677747523	2|0.020064665532	31|0.0108545741431	18|0.0101960302568	5|0.00193433577219	32|0.00112556812499	23|0.00111868826853	27|0.00109020236148	8|0.000869115990398	49|0.000856619381875	26|0.000848241363449	24|0.000814057708075	28|0.000809704172047	38|0.000798970273409	6|0.000757713789257	4|0.000747331140861	37|0.000685768709931	21|0.000652739849684	39|0.000604969571523	35|0.000585806716011	29|0.000569946431843	11|0.000563669500339	30|0.000563049703553	36|0.000559053842637	14|0.000542690846509	22|0.000524336725518	3|0.000492144688237	9|0.000489916787781	20|0.00046919141009	12|0.000444650463522	16|0.000435790285766	44|0.000392754023675	46|0.000347956057605	42|0.000282458000985	19|0.000250384514571	43|0.000201972975499	33|0.000180155001009	10|0.00012863905739	45|0.000116161583916	47|6.45026903363e-05	13|4.91425699815e-05	40|2.97703310938e-05
TRBGWEG12903CFF7EE	Twenty 4 Seven	You Gotta Be Safe	Pop	0|0.195571808412	48|0.165631052948	2|0.0969595258767	34|0.0966746481118	41|0.0880092090648	4|0.0681923083156	39|0.0584152930493	23|0.0492880360432	37|0.0392232626118	12|0.038984467787	5|0.0308237729534	1|0.0209588989415	8|0.0201327921599	43|0.00983605225543	17|0.00158962331439	15|0.00127141883462	32|0.00111472212184	31|0.0011139536932	27|0.00107969714373	7|0.00101674343452	49|0.00084836497567	26|0.000840067688044	24|0.000806213427244	28|0.000801901842	38|0.000791271375483	6|0.000750412439864	21|0.00064645003185	25|0.000602350169824	35|0.00058016186756	29|0.000564454413494	11|0.000558237966662	30|0.000557624142253	36|0.000553666785555	14|0.000537461463676	22|0.000519284203462	3|0.000487402369473	9|0.000485195937123	20|0.0004646702697	18|0.000461755552651	16|0.000431590999462	44|0.000388969435889	46|0.000344603144162	42|0.000279736228485	19|0.000247971803004	33|0.000178419022826	10|0.000127399488154	45|0.000115042247932	47|6.38811407676e-05	13|4.86690309241e-05	40|2.94834634244e-05
TRAATIU128F4291A84	Mastodon	Shadows That Move	Metal	24|0.362614560474	48|0.130458469718	26|0.124405538753	15|0.0674690971123	38|0.0644990965728	9|0.0626058360759	0|0.0176369943432	5|0.0118497337047	1|0.0104341681306	17|0.00983277535166	41|0.00794837089516	32|0.00689522612332	31|0.00689047293044	23|0.00685308014834	27|0.00667857558832	7|0.00628916907008	8|0.0053242013061	49|0.00524764712903	28|0.00496024472912	6|0.00464175183863	4|0.0045781477734	37|0.0042010165518	21|0.00399868187748	25|0.0037258977327	2|0.00370685066023	39|0.00370604133216	35|0.00358864975097	29|0.00349148970949	11|0.00345303725058	30|0.00344924037778	36|0.00342476174876	14|0.00332452209569	22|0.00321208481915	3|0.00301487651919	20|0.00287426482312	18|0.00285623554682	12|0.00272392707624	16|0.00266964966046	44|0.00240600967987	46|0.0021315775073	34|0.00194471051063	42|0.00173033665745	19|0.00153385459965	43|0.00123728569239	33|0.00110362886228	10|0.000788042384377	45|0.000711605428549	47|0.000395143239717	13|0.00030104719988	40|0.00018237293692
TRACTHF128F4295A22	Kris Kristofferson	Road Warrior's Lament	Country|Rock	5|0.206118083094	15|0.179297174732	0|0.158279005616	26|0.127891769973	17|0.104707318003	1|0.0798209600126	6|0.0270978099286	4|0.0270709830254	18|0.0263447154113	48|0.00474470708564	41|0.00335246145335	32|0.0029082663725	31|0.00290626157225	23|0.00289049005602	27|0.00281688757588	7|0.00265264381332	8|0.00224564000397	49|0.0022133510065	24|0.00210337926697	28|0.00209213050987	38|0.00206439603893	37|0.00177190348067	21|0.00168656282341	25|0.00157150800997	2|0.00156347434155	39|0.00156313298341	35|0.00151361959808	29|0.00147263946539	11|0.001456420999	30|0.00145481955515	36|0.00144449496646	14|0.00140221591614	22|0.00135479215592	3|0.00127161369927	9|0.00126585720366	20|0.00121230654097	12|0.00114889713191	16|0.00112600402003	44|0.00101480602938	46|0.000899056111282	34|0.000820239406388	42|0.000729820867939	19|0.000646948725494	43|0.000521861982188	33|0.000465488245125	10|0.000332380276672	45|0.000300140720742	47|0.000166663395201	13|0.000126975596201	40|7.69212017433e-05
TRAAAFD128F92F423A	Gob	Face the Ashes	Punk|Rock	23|0.278915702068	5|0.159211617304	17|0.106702364893	15|0.106130818275	31|0.10584798546	26|0.0534324695842	0|0.0397371073201	32|0.036617935824	49|0.0361395153879	41|0.0196158882679	19|0.017753254856	48|0.00326653423457	1|0.0030298512453	27|0.00193931038007	7|0.00182623535488	8|0.00154603009608	24|0.00144808947314	28|0.00144034516996	38|0.00142125113588	6|0.0013478618911	4|0.00132939267977	37|0.00121988212876	21|0.00116112862227	25|0.00108191815044	2|0.0010763873026	39|0.00107615229166	35|0.00104206437742	29|0.00101385125405	11|0.00100268551194	30|0.0010015829842	36|0.000994474932684	14|0.000965367558346	22|0.000932718264405	3|0.000875453343451	9|0.000871490234735	20|0.000834622822311	18|0.000829387519929	12|0.000790968071506	16|0.000775207112535	44|0.000698651903389	46|0.000618962880805	34|0.000564700845204	42|0.000502451427917	43|0.00035928035172	33|0.000320469369562	10|0.000228830048525	45|0.000206634450093	47|0.000114740842005	13|8.74174368317e-05	40|5.29570602196e-05
TRAPQBU128F934C32D	Primordial	Here I Am King	Metal	15|0.140455570727	32|0.140135317902	34|0.13849962554	7|0.120241203411	5|0.102384593048	1|0.101916878171	25|0.0997004087144	28|0.080414379337	48|0.0234107171932	0|0.00582741257498	17|0.00324883240398	41|0.00262620918302	31|0.00227667071956	23|0.0022643158271	27|0.00220665803985	8|0.0017591612856	49|0.00173386713596	26|0.00171690934686	24|0.00164771885468	38|0.00161718066271	6|0.00153367419119	4|0.00151265886838	37|0.00138805151293	21|0.00132119841979	2|0.00122477490952	39|0.00122450750066	35|0.00118572032621	29|0.00115361782413	11|0.00114091280545	30|0.00113965828646	36|0.00113157033974	14|0.00109845030787	22|0.00106130007771	3|0.000996140782155	9|0.000991631330857	20|0.000949681484731	18|0.000943724458867	12|0.000900008617596	16|0.000882074898895	44|0.000794966012412	46|0.00070429129413	42|0.000571717912946	19|0.000506798573967	43|0.000408809690719	33|0.000364648340017	10|0.000260375890073	45|0.000235120471326	47|0.00013055867906	13|9.94685491248e-05	40|6.02575657314e-05
TRAYXPS128F422842E	Plasmatics	Lightning Breaks	Rock	5|0.231258096347	31|0.229166380849	48|0.130444773351	16|0.076546043779	17|0.0544272914966	15|0.0535971084672	46|0.0511790826173	0|0.032578939351	8|0.027385653257	6|0.0270978099286	11|0.026596434252	1|0.0044009202536	41|0.00335246145335	32|0.0029082663725	23|0.00289049005602	27|0.00281688757588	7|0.00265264381332	49|0.0022133510065	26|0.00219170370794	24|0.00210337926697	28|0.00209213050987	38|0.00206439603893	4|0.00193096977236	37|0.00177190348067	21|0.00168656282341	25|0.00157150800997	2|0.00156347434155	39|0.00156313298341	35|0.00151361959808	29|0.00147263946539	30|0.00145481955515	36|0.00144449496646	14|0.00140221591614	22|0.00135479215592	3|0.00127161369927	9|0.00126585720366	20|0.00121230654097	18|0.0012047021583	12|0.00114889713191	44|0.00101480602938	34|0.000820239406388	42|0.000729820867939	19|0.000646948725494	43|0.000521861982188	33|0.000465488245125	10|0.000332380276672	45|0.000300140720742	47|0.000166663395201	13|0.000126975596201	40|7.69212017433e-05
TRAEFDK128F1473B92	The Impressions	This Is My Country	RnB	29|0.336758935865	32|0.209289923856	31|0.131922870551	28|0.105299412139	36|0.0530584106186	0|0.0334190958639	41|0.0292272481112	49|0.0280587619057	5|0.0051268665633	48|0.00486706516848	1|0.00451441264739	17|0.00425421603819	15|0.00340262397295	23|0.002965030974	27|0.00288953040865	7|0.00272105107337	8|0.00230355131455	26|0.00224822409139	24|0.00215762191039	38|0.00211763336992	6|0.00200828498679	4|0.00198076626245	37|0.00181759791637	21|0.00173005646589	25|0.0016120345807	2|0.00160379373737	39|0.00160344357616	35|0.0015526533232	11|0.00149397966764	30|0.00149233692522	14|0.0014383767261	22|0.00138972998619	3|0.00130440649587	9|0.00129850154983	20|0.00124356990485	18|0.00123576941784	12|0.00117852527289	16|0.00115504178583	44|0.00104097618445	46|0.000922241269008	34|0.000841392012739	42|0.000748641730978	19|0.000663632454188	43|0.000535319932383	33|0.000477492410657	10|0.000340951809686	45|0.000307880849376	47|0.000170961366213	13|0.000130250085065	40|7.89048712523e-05
TRABGHG128F934B27E	UFO	Chains Chains (Live In Hammersmith)	Rock	3|0.344209067722	7|0.138855453928	6|0.138475677268	0|0.0590280786689	1|0.0573676217881	41|0.0567945746255	44|0.0555169022863	5|0.0439533879199	17|0.0434884214919	48|0.0163338360944	49|0.0149502944442	15|0.00181298912795	32|0.00158954628683	31|0.0015884505403	23|0.00157983043751	27|0.00153960215921	8|0.00122738025775	26|0.00119790075755	24|0.00114962602299	28|0.00114347788599	38|0.00112831929333	4|0.00105539363954	37|0.000968454136441	21|0.000921810223028	25|0.000858925697316	2|0.000854534803852	39|0.000854348230647	35|0.000827286122946	29|0.000804887962188	11|0.000796023573669	30|0.000795148286195	36|0.000789505264027	14|0.000766397164962	22|0.000740477165788	9|0.000691868749285	20|0.000662600021413	18|0.000658443758994	12|0.000627942882829	16|0.000615430390392	46|0.000491389412213	34|0.000448311239667	42|0.000398891952145	19|0.000353597233769	43|0.000285229641916	33|0.00025441793042	10|0.000181666246117	45|0.000164045347666	47|9.10917870168e-05	13|6.93999660304e-05	40|4.20421635947e-05
TRBGTPK128F429E5D5	Aesop Rock	Coma	Rap	4|0.105236924742	32|0.100198976189	22|0.0789082122372	49|0.0738455067552	28|0.0738202321706	15|0.0635922040925	31|0.0635065476652	23|0.0582615435008	24|0.0580974301804	12|0.057898419781	29|0.0474824887765	27|0.0372793341611	26|0.0319072669632	38|0.0318807231976	35|0.0317658858053	6|0.026616781344	8|0.016193365364	25|0.010811092437	0|0.00679273869348	48|0.00623099156179	7|0.00579479445341	14|0.00553407909159	5|0.00104208279669	1|0.000917595903645	17|0.000864708548989	41|0.000698991283516	37|0.000369443498592	21|0.00035164989339	2|0.000325985832188	39|0.000325914658701	11|0.000303665112215	30|0.000303331209706	36|0.000301178523508	3|0.000265132620959	9|0.000263932386351	20|0.000252767024133	18|0.000251181503383	16|0.000234772869474	44|0.000211587986578	46|0.000187454022641	34|0.000171020667483	42|0.000152168319403	19|0.000134889401801	43|0.000108808701256	33|9.70547254457e-05	10|6.93015921107e-05	45|6.25796151714e-05	47|3.4749470545e-05	13|2.64745281038e-05	40|1.6038141015e-05
TRATTNI128E0799697	Faith Hill	I Want You (Album Version)	Country	31|0.262482912522	1|0.170612302047	22|0.149763950407	5|0.0966729972766	41|0.058265400161	32|0.0579368438281	30|0.0568617775407	17|0.0402580579507	7|0.0205573043966	20|0.0194919348038	16|0.0194280996984	0|0.00550232630928	48|0.00350950208178	15|0.00245353524213	23|0.00213799939298	27|0.00208355808552	8|0.00166102524911	49|0.0016371421512	26|0.00162113036417	24|0.00155579971175	28|0.00154747938012	38|0.00152696511407	6|0.00144811710917	4|0.00142827414077	37|0.00131061809336	21|0.00124749444654	25|0.00116239222632	2|0.00115644998889	39|0.00115619749762	35|0.00111957409269	29|0.00108926245103	11|0.00107726619066	36|0.0010684449009	14|0.00103717249305	3|0.000940570375423	9|0.000936312487004	18|0.000891078133205	12|0.000849801010561	44|0.000750618280205	46|0.000665001914181	34|0.000606703818026	42|0.000539824231323	19|0.000478526462845	43|0.000386003957638	33|0.000344306178616	10|0.000245850639854	45|0.000222004112216	47|0.000123275372295	13|9.39196268932e-05	40|5.68960554947e-05
TRAWAXV128F92E075C	Information Society	Empty	Pop	5|0.229380469777	17|0.167032754424	32|0.0735264176442	4|0.0627917212045	35|0.0522871730817	30|0.0522630051787	22|0.0522218920712	27|0.0424898307796	11|0.0419306539041	36|0.0419257520846	41|0.0323769520317	8|0.0319220279856	0|0.0237235549338	15|0.0220294009099	18|0.0211611738192	23|0.011521054265	7|0.011423295069	12|0.0108052274258	48|0.00195016219305	1|0.00180885945924	31|0.00119452715184	49|0.000909728119127	26|0.000900830679838	24|0.000864527704249	28|0.000859904257447	38|0.000848504877949	6|0.000804690571942	37|0.000728285037487	21|0.000693208452081	25|0.000645918800003	2|0.000642616813992	39|0.000642476509493	29|0.000605282003203	14|0.000576336624537	3|0.000522656702663	9|0.000520290676708	20|0.00049828036587	16|0.000462808436737	44|0.000417104010016	46|0.000369528657092	34|0.000337133536531	42|0.000299969848226	19|0.000265907867973	43|0.000214494907543	33|0.000191324261028	10|0.000136614429001	45|0.000123363376415	47|6.85017318075e-05	13|5.21893138356e-05	40|3.16160337775e-05
TRBEYJR128F4292651	Toni Braxton	Tell Me	RnB	39|0.359781814425	8|0.124903091811	49|0.124887191702	2|0.099807718434	48|0.076614802965	28|0.0505491377797	37|0.0503914479999	25|0.0255333132956	34|0.0251633651966	0|0.0160428861566	20|0.0129767044244	5|0.00246115983958	1|0.00216715043582	17|0.00204224267061	41|0.00165085661203	15|0.00163343464629	32|0.00143212109592	31|0.00143113386973	23|0.00142336748309	27|0.00138712332557	7|0.00130624457269	26|0.00107926328407	24|0.00103576957373	38|0.00101657301602	6|0.000964080163757	4|0.000950869759634	21|0.000830516152796	35|0.00074535351304	29|0.000725173617181	11|0.000717187138332	30|0.000716398537417	36|0.000711314387833	14|0.000690494864407	22|0.000667141925313	3|0.000626182258202	9|0.000623347580165	18|0.000593232927876	12|0.000565752791838	16|0.000554479509311	44|0.000499722149483	46|0.000442723278568	42|0.000359386564828	19|0.000318577736386	43|0.000256981121439	33|0.000229220934523	10|0.000163674418062	45|0.000147798654891	47|8.20702554762e-05	13|6.25267450413e-05	40|3.78783995791e-05
TRAZYVR128F4280A24	Northern State	Last Night	Rap|Rock	0|0.337099674062	32|0.114110353924	31|0.114102197686	23|0.114038033561	5|0.0203335441593	48|0.019303151995	1|0.017904505176	17|0.0168725455613	41|0.0136390027505	15|0.0134950664226	27|0.0114600981786	7|0.0107918962737	8|0.00913606035954	49|0.00900469726069	26|0.008916628369	24|0.00855729320285	28|0.00851152926758	38|0.00839869559873	6|0.00796501156392	4|0.00785587020249	37|0.0072087320862	21|0.00686153601093	25|0.00639345220482	2|0.00636076839109	39|0.00635937962502	35|0.00615794160461	29|0.00599121988382	11|0.0059252374077	30|0.00591872216587	36|0.0058767180756	14|0.00570471189698	22|0.00551177521295	3|0.005173375737	9|0.00514995627024	20|0.00493209317297	18|0.00490115584602	12|0.0046741211973	16|0.00458098389496	44|0.00412859101246	46|0.00365767927396	34|0.00333702495181	42|0.00296917025407	19|0.00263201697298	43|0.00212311971651	33|0.00189377135097	10|0.00135224090443	45|0.00122107895131	47|0.000678045829067	13|0.000516581780261	40|0.000312942742743
TRBICRP128F42882BB	Dungeon Family	Follow The Light	Rap	11|0.595374663532	6|0.0691044020285	48|0.0640171006013	15|0.057970620809	24|0.0519728272279	5|0.041188464951	32|0.0235481638756	49|0.0233900093698	37|0.0175679719174	41|0.0122061189651	1|0.00672316654403	17|0.0066654376108	27|0.00636265946997	35|0.00606605111586	9|0.00600966332972	0|0.00169301146338	31|0.000661430708221	23|0.000657841297945	7|0.000603710310473	8|0.000511081064559	26|0.000498805802475	28|0.000476144122073	38|0.000469832085011	4|0.000439465847216	21|0.000383841720717	25|0.000357656608041	2|0.00035582824027	39|0.000355750551199	29|0.000335155298425	30|0.000331099697935	36|0.000328749943848	14|0.000319127732805	22|0.000308334646728	3|0.000289404215272	20|0.000275906608554	18|0.000274175941136	12|0.000261475378159	16|0.00025626517707	44|0.000230957831575	46|0.000204614521313	34|0.000186676772888	42|0.000166098584575	19|0.000147237866602	43|0.000118769605519	33|0.000105939610729	10|7.56458138169e-05	45|6.83084727754e-05	47|3.79306145649e-05	13|2.88981416276e-05	40|1.75063543598e-05
TRAAOIN128F9303790	Test Icicles	Snowball	Rock	44|0.296664262746	24|0.274372608577	15|0.126820415398	30|0.0804066039987	0|0.0489409385769	20|0.0461192766706	9|0.0347510671295	38|0.0237204572648	5|0.0136573655176	6|0.0122796739582	11|0.0120524699939	48|0.00215011678775	1|0.00199432596112	17|0.00187937925747	41|0.00151920519455	32|0.00131791325321	31|0.00131700475568	23|0.00130985771768	27|0.00127650393518	7|0.00120207504741	8|0.0010176367444	49|0.00100300462607	26|0.000993194911961	28|0.000948072209778	4|0.000875040429101	37|0.000802957769845	21|0.000764284701826	25|0.000712146333447	2|0.000708505787251	39|0.000708351097009	35|0.000685913555747	29|0.00066734295283	36|0.000654588960106	14|0.000635429738216	22|0.000613939133811	3|0.000576245891049	18|0.000545924182051	12|0.000520635513664	16|0.00051026124539	46|0.000407417276368	34|0.000371700609925	42|0.000330726443568	19|0.000293172010493	43|0.000236487561516	33|0.000210941175562	10|0.000150621819196	45|0.000136012105849	47|7.55253712096e-05	13|5.75404036745e-05	40|3.48576981079e-05
TRAFABO128F933DE53	Finntroll	Grottans Barn	Metal|Rock	43|0.734714409813	49|0.138347598663	24|0.0294656965233	0|0.0080457358129	5|0.00540567315416	48|0.00513174337501	1|0.00475991308795	17|0.00448556660208	41|0.00362592917596	15|0.00358766370008	32|0.00314550011633	31|0.00314333178008	23|0.00312627374626	27|0.00304666734844	7|0.00286902585757	8|0.00242882184401	26|0.00237048584458	28|0.00226279023972	38|0.00223279340642	6|0.00211749849639	4|0.0020884832631	37|0.00191644158089	21|0.00182413949678	25|0.00169969940681	2|0.00169101041423	39|0.00169064121074	35|0.00163708890866	29|0.00159276593558	11|0.00157522449288	30|0.0015734924157	36|0.00156232562739	14|0.00151659778109	22|0.00146530555947	3|0.00137534205148	9|0.00136911598573	20|0.00131119707662	18|0.00130297238758	12|0.00124261522131	16|0.00121785466747	44|0.00109758600988	46|0.000972394114023	34|0.000887148155552	42|0.000789353976209	19|0.000699721769143	33|0.000503459154581	10|0.000359493273665	45|0.000324623865592	47|0.00018025849831	13|0.000137333277446	40|8.31958349208e-05
TRAQTYT12903D134AC	Billie Jo Spears	What I've Got In Mind	Country	0|0.301032161519	1|0.24968326607	48|0.184094140891	37|0.0834273247161	12|0.0830195821115	26|0.034341479807	11|0.0174067236982	5|0.00327105525058	17|0.00271428474625	41|0.00219410503207	15|0.00217095000915	32|0.00190339008257	31|0.00190207798924	23|0.00189175591288	27|0.00184358486772	7|0.00173609129295	8|0.00146971713217	49|0.00144858476337	24|0.00137661091655	28|0.00136924887678	38|0.00135109733557	6|0.00128133062751	4|0.00126377306742	21|0.00110381462374	25|0.00102851402786	2|0.00102325618595	39|0.00102303277529	35|0.000990627460746	29|0.000963806953908	30|0.000952144253146	36|0.000945387059272	14|0.000917716442222	22|0.000886678736824	3|0.000832240446384	9|0.000828472959069	20|0.000793425344022	18|0.000788448459276	16|0.000736942428974	44|0.000664166030427	46|0.000588410505334	34|0.000536826876044	42|0.00047765012697	19|0.000423412311775	43|0.000341546060141	33|0.000304650811116	10|0.000217534861401	45|0.000196434850892	47|0.000109077165885	13|8.31024602223e-05	40|5.03430682698e-05
TRBHEBY128F148CF2B	Sister Hazel	Concede	Rock	0|0.294261925816	1|0.29220596888	36|0.103057908134	31|0.0700203679822	23|0.0700096946788	41|0.0362955475684	26|0.0355100099294	7|0.0188085569957	28|0.0184292321118	25|0.0180769031517	5|0.00338235874169	48|0.00321095940683	17|0.00280664312756	15|0.00224482045661	32|0.00196815632615	27|0.00190631613217	8|0.00151972687986	49|0.0014978754445	24|0.00142345255914	38|0.00139707083303	6|0.00132493018825	4|0.00130677520086	37|0.00119912779578	21|0.00114137388574	2|0.00105807430337	39|0.00105784329077	35|0.00102433532757	29|0.000996602205137	11|0.000985626430173	30|0.000984542660173	14|0.000948943381557	22|0.000916849562855	3|0.000860558912454	9|0.000856663229661	20|0.00082042305698	18|0.00081527682485	12|0.000777511021568	16|0.000762018209971	44|0.000686765464616	46|0.000608432222619	34|0.000555093368306	42|0.000493903024763	19|0.000437819671134	43|0.000353167774223	33|0.000315017098522	10|0.000224936873186	45|0.000203118897172	47|0.00011278871107	13|8.59301697026e-05	40|5.20560809897e-05
TRAWFZB128F92FFB99	Jefferson Starship	Stairway To Cleveland	Rock	18|0.213636679306	21|0.191856980617	24|0.148178562068	49|0.115375648128	3|0.10969955971	9|0.0549868957096	4|0.044189359796	23|0.0389270360202	35|0.0386273920817	27|0.0170264536535	0|0.0125611920728	5|0.00108769385304	48|0.00103257551191	1|0.000957758277109	17|0.000902556089005	41|0.000729585523165	15|0.000721885996813	32|0.000632916760538	31|0.000632480462237	7|0.000577286436024	8|0.000488711491522	26|0.000476973506968	28|0.000455303708578	38|0.00044926794388	6|0.000426069063492	37|0.000385613718735	25|0.000342002289831	2|0.000340253948125	39|0.000340179659437	29|0.000320485842938	11|0.000316956269681	30|0.000316607752549	36|0.000314360845151	14|0.000305159789905	22|0.000294839107805	20|0.000263830416616	12|0.000250030828606	16|0.000245048673481	44|0.000220849008455	46|0.000195658721937	34|0.000178506093137	42|0.000158828594202	19|0.000140793393427	43|0.000113571163336	33|0.000101302726242	10|7.23348624347e-05	45|6.53186704197e-05	47|3.62704246035e-05	13|2.76332951392e-05	40|1.67401164778e-05
